2610	2676	0.079745
1712	1758	0.083333
3545	7684	0.15361
2739	2755	0.230415
3179	8778	0.334001
1748	1844	0.400802
2383	3618	0.478469
2610	7745	0.478469
5900	7223	0.537634
1270	3537	0.558214
1520	2412	0.558214
1712	2219	0.558214
898	1305	0.601202
1252	1270	0.637959
1270	2219	0.637959
1690	5958	0.637959
1712	2383	0.637959
6012	7900	0.637959
1748	7501	0.668003
3237	3511	0.668003
3664	7745	0.668003
915	3655	0.691244
1117	7619	0.717703
1153	3360	0.717703
1252	2219	0.717703
1270	1595	0.717703
1270	1712	0.717703
1270	5678	0.717703
1878	7750	0.717703
1990	6012	0.717703
2219	2383	0.717703
2219	2534	0.717703
2610	3016	0.717703
2610	5828	0.717703
890	1748	0.734803
959	3618	0.734803
959	8695	0.734803
1712	2175	0.768049
2305	2541	0.768049
2676	3016	0.768049
3179	8458	0.768049
5958	7077	0.768049
1117	1270	0.797448
1270	2534	0.797448
1690	1748	0.797448
1690	7501	0.797448
2219	3537	0.797448
2383	2534	0.797448
2383	3232	0.797448
2610	7223	0.797448
3360	7223	0.797448
3779	8688	0.797448
7537	8781	0.797448
915	8296	0.801603
989	5958	0.801603
5828	7745	0.801603
3800	8781	0.825083
979	1748	0.844854
979	7501	0.844854
1153	5900	0.844854
1748	7077	0.844854
5900	5958	0.844854
7077	7501	0.844854
634	1748	0.868403
3237	7223	0.868403
3237	7900	0.868403
3537	8522	0.868403
959	2534	0.877193
1153	2610	0.877193
1153	8895	0.877193
1270	2383	0.877193
1520	2121	0.877193
1712	2534	0.877193
2219	3618	0.877193
2534	3618	0.877193
2610	5900	0.877193
3237	6012	0.877193
979	5958	0.921659
1153	2676	0.921659
1153	2875	0.921659
1520	2560	0.921659
2676	7745	0.921659
3655	8296	0.921659
898	1748	0.935204
1305	1748	0.935204
1305	7501	0.935204
1748	5958	0.935204
3618	8695	0.935204
7223	7745	0.935204
890	1690	0.956938
959	2219	0.956938
959	2383	0.956938
1117	1252	0.956938
1117	1595	0.956938
1117	1712	0.956938
1117	2219	0.956938
1117	2383	0.956938
1117	2534	0.956938
1270	1306	0.956938
1305	1690	0.956938
1690	3179	0.956938
2219	3688	0.956938
2383	7158	0.956938
2534	3537	0.956938
2610	3360	0.956938
2610	3664	0.956938
3360	5900	0.956938
3360	8895	0.956938
3537	5678	0.956938
7223	8895	0.956938
898	7077	0.998464
979	1305	0.998464
1305	7077	0.998464
1990	5900	0.998464
2676	5900	0.998464
2837	8458	0.998464
3545	5958	0.998464
1595	1758	1.0
634	5958	1.002004
634	7501	1.002004
890	7501	1.002004
959	3537	1.002004
1153	1990	1.002004
1252	1595	1.002004
1844	7501	1.002004
1990	5958	1.002004
3237	7745	1.002004
3537	3618	1.002004
3618	7223	1.002004
634	1690	1.036683
1117	3537	1.036683
1252	2383	1.036683
1252	2534	1.036683
1252	5678	1.036683
1270	3618	1.036683
1270	3779	1.036683
1270	8522	1.036683
1595	2219	1.036683
1595	2383	1.036683
1595	2534	1.036683
1690	1844	1.036683
1690	7077	1.036683
1690	7223	1.036683
1878	5958	1.036683
1990	2610	1.036683
2121	2412	1.036683
2121	2560	1.036683
2175	2219	1.036683
2219	5678	1.036683
2383	3537	1.036683
2610	2875	1.036683
2610	3237	1.036683
2610	5958	1.036683
2676	3360	1.036683
3255	8781	1.036683
3360	5958	1.036683
3545	8230	1.036683
634	898	1.068804
890	1844	1.068804
898	7501	1.068804
915	2404	1.068804
1252	1712	1.068804
3179	3618	1.068804
5828	7223	1.068804
5829	7223	1.068804
