2731	2806	0.230415
2806	8614	0.230415
2731	8698	0.318979
2806	7714	0.318979
7714	8614	0.398724
2806	3770	0.412541
2731	8614	0.460829
2806	8945	0.460829
2731	7714	0.478469
2806	8698	0.478469
7714	7771	0.478469
3770	7714	0.49505
3770	7771	0.49505
3770	8614	0.49505
8698	8862	0.558214
2731	3770	0.577558
2731	8964	0.577558
2806	8964	0.577558
8698	8964	0.577558
7771	8703	0.601202
7771	8918	0.601202
2731	8862	0.614439
2806	7771	0.614439
2806	8862	0.614439
8614	8945	0.614439
7714	8945	0.637959
2731	8945	0.691244
2806	8918	0.691244
8614	8698	0.717703
3770	8945	0.742574
8862	8964	0.742574
7714	8698	0.797448
7714	8918	0.797448
8703	8918	0.801603
3770	8918	0.825083
8614	8964	0.825083
8945	8964	0.825083
2731	7771	0.844854
2806	8703	0.844854
8614	8862	0.844854
7714	8703	0.877193
8698	8945	0.877193
3770	8698	0.907591
3770	8703	0.907591
7714	8964	0.907591
7771	8964	0.907591
2731	8918	0.921659
7714	8862	0.956938
7771	8698	0.956938
3770	8964	0.990099
8918	8964	0.990099
7771	8945	0.998464
8698	8918	1.036683
3770	8862	1.072607
8862	8945	1.075269
2731	8703	1.152074
8918	8945	1.152074
8703	8964	1.155116
7771	8862	1.228879
8703	8945	1.228879
8698	8703	1.275917
8862	8918	1.305684
