1221	8294	0.398724
5738	7887	0.805271
8294	9542	0.956938
1448	1685	1.0
1448	5738	1.0
5612	5738	1.036683
5738	5962	1.083333
1001	8294	1.116427
1448	5962	1.166667
1685	5738	1.166667
6097	7887	1.171303
7079	7887	1.171303
5738	6097	1.202405
5766	7887	1.24451
1221	9542	1.305684
5738	7018	1.355662
5738	8294	1.355662
6210	8294	1.355662
1001	1221	1.382488
5738	7758	1.382488
1448	7550	1.416667
1685	5962	1.416667
5962	6210	1.416667
5962	7550	1.416667
7550	8294	1.435407
1001	9542	1.459293
7550	7887	1.464129
5738	7550	1.469606
1001	5962	1.5
1448	5766	1.5
1448	6097	1.5
